ID,Title,Intro,Material,Instructions
Children 49-1,Marshmallow Morning,"Strikket, kort genser til barn i DROPS Safran eller DROPS BabyMerino. Arbeidet strikkes med ovenfra og ned med rundfelling og bølgemønster. Størrelse 2 – 12 år.","Endre språk: Norsk Česky Dansk Deutsch Eesti keel English (UK/cm) English (US/in) Español Français Íslenska Italiano Magyar Nederlands Norsk Polski Português Suomi Svenska English (UK/cm), Bulgaria English (UK/cm), Croatia English (UK/cm), Latvia English (UK/cm), Lithuania English (UK/cm), Romania Česky, Slovakia Marker størrelse: 2 år Størrelse markert under 3-4 år Størrelse markert under 5-6 år Størrelse markert under 7-8 år Størrelse markert under 9-10 år Størrelse markert under 11-12 år Størrelse markert under DROPS Children 49-1 #marshmallowmorningsweater DROPS Design: Modell e-017-bn Garngruppe A ----------------------------------------------------------- STØRRELSE: 2 - 3/4 - 5/6 - 7/8 - 9/10 - 11/12 år Størrelsen tilsvarer ca barnets høyde i cm: 92 - 98/104 - 110/116 - 122/128 - 134/140 - 146/152 GARN: DROPS SAFRAN fra Garnstudio (tilhører garngruppe A) 100-150-150-150-200-200 g farge 18, naturhvit Eller bruk: DROPS BABY MERINO fra Garnstudio (tilhører garngruppe A) 100-100-150-150-150-200 g farge 02, natur DROPS KNAPP NR 600: 1 stk i alle størrelser. PINNER: DROPS RUNDPINNER NR 3,5 Lengde 40 cm og 60 cm. DROPS RUNDPINNER NR 2,5: Lengde 60 cm. DROPS SETTPINNER NR 3,5. DROPS SETTPINNER NR 2,5. Teknikken MAGIC LOOP kan brukes – da trengs kun rundpinne 80 cm i hvert pinne-nr. STRIKKEFASTHET : 24 masker i bredden og 32 pinner i høyden med glattstrikk på pinne nr 3,5= 10 x 10 cm. NB: Husk at pinne nr kun er veiledende. Får du for mange masker på 10 cm, bytt til tykkere pinner. Får du for få masker på 10 cm, bytt til tynnere pinner. ------------------------------------------------------- Alternativt garn – Se hvordan du kan bytte garn her Garngruppe A til F – Bruk samme oppskrift og bytt garn her Garnforbruk ved alternativt garn – Bruk vår garnkalkulator her ------------------------------------------------------- Du vil kanskje også like... Barn Vester & Topper til barn bølgemønster monteringsfri ovenfra og ned rund hals rundt bærestykke","øke felle Antall masker på pinnen Antall masker som skal økes Beregn Antall masker på pinnen Antall masker som skal felles Beregn ------------------------------------------------------- FORKLARING TIL OPPSKRIFTEN: ------------------------------------------------------- RILLE (strikkes frem og tilbake): Strikk rett på alle pinner. 1 rille i høyden = Strikk 2 pinner rett . MØNSTER : Se diagram A.1. KNAPPULL: Det felles til knapphull på starten av en pinne fra retten. Strikk 2 rett sammen, lag 1 kast om pinnen. På neste pinne strikkes kastet rett slik at det blir hull. ------------------------------------------------------- START ARBEIDET HER: ------------------------------------------------------- GENSER – KORT OVERSIKT OVER ARBEIDET: I oppskriften er det brukt korte og lange pinner, start med lengden som passer og bytt ved behov. Først strikkes halskant og øverste del av bærestykket ovenfra og ned , frem og tilbake på rundpinne , slik at det blir en splitt midt bak. Deretter strikkes bærestykket rundt på rundpinne fra midt bak. Når bærestykket er strikket ferdig, deles maskene til bol og ermer. Bolen strikkes ferdig nedover rundt på rundpinne, mens ermene er satt på vent. Deretter strikkes ermene nedover rundt på pinnen. HALSKANT: Legg opp 88-96-104-104-108-108 masker på rundpinne 2,5 med DROPS Safran eller DROPS Baby Merino. Strikk vrangbord slik fra retten: 3 masker RILLE – les forklaring over, * 2 rett, 2 vrang *, strikk fra *-* til det gjenstår 5 masker, strikk 2 rett og 3 masker rille. Når arbeidet måler 1½ cm felles det til KNAPPHULL – les forklaring over. Fortsett vrangborden frem og tilbake slik i 2½ til 3 cm, avslutt etter en pinne fra vrangen . Sett 1 merke etter de første 44-48-52-52-54-54 maskene på omgangen (= ca midt foran), arbeidet skal måles fra dette merket. BÆRESTYKKE : Bytt til rundpinne 3,5. Strikk frem og tilbake med 3 masker rille i hver side, de resterende masker strikkes i glattstrikk . Strikk slik i 2 cm (målt etter halskanten), avslutt med en pinne fra retten, og avslutt når det gjenstår 3 masker på pinnen, sett disse maskene på en hjelpepinne . Nå settes arbeidet sammen i begge sider slik at det kan strikkes rundt, det gjøres slik: Sett de 3 maskene fra hjelpepinnen bak de 3 rillemaskene på begynnelsen av pinnen fra retten, strikk første maske rett sammen med første maske fra hjelpepinnen, andre maske rett sammen med andre maske fra hjelpepinnen og tredje maske rett sammen med tredje maske fra hjelpepinnen, strikk deretter rett ut omgangen. Videre strikkes arbeidet rundt. Strikk 1 omgang rett og fell 1-2-3-3-0-0 masker jevnt fordelt = 84-91-98-98-105-105 masker på pinnen. Husk å følge strikkefastheten! Nå strikkes det MØNSTER – les forklaring over, dvs strikk A.1 totalt 12-13-14-14-15-15 ganger rundt bærestykket. Fortsett mønsteret slik. Når A.1 er strikket ferdig, er det 228-247-266-266-285-285 masker på pinnen. Gjenta de siste 6 omgangene i diagrammet til arbeidet måler ca 12-13-14-15-16-17 cm fra merket. Strikk 1 omgang rett og juster maskeantallet til 232-244-260-264-280-292 masker. Strikk videre med glattstrikk til arbeidet måler 13-14-15-16-17-18 cm fra merket midt foran. DELING TIL BOL OG ERMER: SAMTIDIG som neste omgang strikkes, deles bærestykket til bol og ermer slik: Strikk de første 33-35-38-39-42-44 maskene i glattstrikk ( = halve bakstykke), sett de neste 50-52-54-54-56-58 maskene på en tråd til erme, legg opp 6-6-6-8-8-8 nye masker på pinnen (= i siden midt under ermet), strikk 66-70-76-78-84-88 masker glattstrikk (= forstykke), sett de neste 50-52-54-54-56-58 maskene på en tråd til erme, legg opp 6-6-6-8-8-8 nye masker på pinnen (= i siden midt under ermet) og strikk de siste 33-35-38-39-42-44 maskene i glattstrikk (= halve bakstykke). Bol og ermer strikkes videre hver for seg. BOL: = 144-152-164-172-184-192 masker. Strikk glattstrikk rundt, til arbeidet måler 22-25-26-30-33-35 cm fra merket midt foran. Bytt til rundpinne 2,5, strikk vrangbord (= 2 rett / 2 vrang) SAMTIDIG som det økes 20-24-24-28-28-28 masker jevnt fordelt på 1.omgang = 164-176-188-200-212-220 masker. Når vrangborden måler 3 cm felles det av. Genseren måler ca 28-31-34-37-40-42 cm fra skulderen. ERMER: Sett ermets 50-52-54-54-56-58 masker fra den ene tråden på settpinner 3,5 og strikk i tillegg opp 1 maske i hver av de 6-6-6-8-8-8 maskene som ble lagt opp under ermet = 56-58-60-62-64-66 masker. Strikk glattstrikk rundt til ermet måler 2-2-4-5-5-6 cm fra delingen. Bytt til settpinner 2,5, strikk vrangbord (= 2 rett / 2 vrang) SAMTIDIG som det økes 0-2-0-2-0-2 masker jevnt fordelt på 1.omgang =56-60-60-64-64-68 masker. Når vrangborden måler 3 cm felles det av. Ermet måler ca 5-5-7-8-8-9 cm fra delingen. MONTERING : Sy knappen i splitten bak i nakken. Denne oppskriften har blitt rettet. Klikk her for å se rettelsen(e). Oppdatert online: 25.04.2025 Garnforbruk er oppdatert. Diagram = rett = vrang = mellom 2 masker lages det 1 kast om pinnen, på neste omgang strikkes kastet vrang (det skal bli hull) = 2 rett sammen"
Children 49-2,Marshmallow Morning Cardigan,"Strikket, kort jakke til barn i DROPS Safran eller DROPS Baby Merino. Arbeidet strikkes ovenfra og ned med rundfelling, i-cord, bølgemønster og korte ermer. Størrelse 2 – 12 år.","Endre språk: Norsk Česky Dansk Deutsch Eesti keel English (UK/cm) English (US/in) Español Français Íslenska Italiano Magyar Nederlands Norsk Polski Português Suomi Svenska English (UK/cm), Bulgaria English (UK/cm), Croatia English (UK/cm), Latvia English (UK/cm), Lithuania English (UK/cm), Romania Česky, Slovakia Marker størrelse: 2 år Størrelse markert under 3-4 år Størrelse markert under 5-6 år Størrelse markert under 7-8 år Størrelse markert under 9-10 år Størrelse markert under 11-12 år Størrelse markert under DROPS Children 49-2 #marshmallowmorningcardigan DROPS Design: Modell e-018-bn Garngruppe A ----------------------------------------------------------- STØRRELSE: 2 - 3/4 - 5/6 - 7/8 - 9/10 - 11/12 år Størrelsen tilsvarer ca barnets høyde i cm: 92 - 98/104 - 110/116 - 122/128 - 134/140 - 146/152 GARN: DROPS SAFRAN fra Garnstudio (tilhører garngruppe A) 100-150-150-150-200-200 g farge 18, naturhvit Eller bruk: DROPS BABY MERINO fra Garnstudio (tilhører garngruppe A) 100-100-150-150-150-200 g farge 02, natur DROPS KNAPP NR 600: 4-4-5-5-5-5 stk. PINNER: DROPS RUNDPINNER NR 3,5 Lengde 40 cm og 80 cm. DROPS RUNDPINNER NR 2,5: Lengde 80 cm. DROPS SETTPINNER NR 3,5. DROPS SETTPINNER NR 2,5. Teknikken MAGIC LOOP kan brukes – da trengs kun rundpinne 80 cm i hvert pinne-nr. STRIKKEFASTHET : 24 masker i bredden og 32 pinner i høyden med glattstrikk på pinne nr 3,5 = 10 x 10 cm. NB: Husk at pinne nr kun er veiledende. Får du for mange masker på 10 cm, bytt til tykkere pinner. Får du for få masker på 10 cm, bytt til tynnere pinner. ------------------------------------------------------- Alternativt garn – Se hvordan du kan bytte garn her Garngruppe A til F – Bruk samme oppskrift og bytt garn her Garnforbruk ved alternativt garn – Bruk vår garnkalkulator her ------------------------------------------------------- Du vil kanskje også like... Barn Jakker & Cardigans til barn bølgemønster monteringsfri ovenfra og ned rund hals rundt bærestykke","øke felle Antall masker på pinnen Antall masker som skal økes Beregn Antall masker på pinnen Antall masker som skal felles Beregn ------------------------------------------------------- FORKLARING TIL OPPSKRIFTEN: ------------------------------------------------------- RILLE (strikkes frem og tilbake): Strikk rett på alle pinner. 1 rille i høyden = Strikk 2 pinner rett . MØNSTER : Se diagram A.1. Diagrammet viser alle pinnene i mønsteret sett fra retten. STOLPE MED I-CORD : STARTEN AV PINNEN: Strikk stolpen slik: Ta 1 maske løst av pinnen som om den skulle strikkes vrang med tråden foran arbeidet, strikk 1 maske rett, og 5 masker i rille. SLUTTEN AV PINNEN: Strikk stolpen slik: Strikk til det gjenstår 7 masker på pinnen, strikk 5 masker i rille, ta 1 maske løst av pinnen som om den skulle strikkes vrang med tråden foran arbeidet, strikk 1 maske rett. Strikk på samme måte både fra retten og fra vrangen . KNAPPHULL : Fell til knapphull på høyre stolpe (når plagget tas på). Fell fra retten når det gjenstår 5 masker på pinnen slik: 1.PINNE (= retten): Lag 1 kast om pinnen, strikk 2 rett sammen, 1 rett, ta 1 maske løs av pinnen som om den skulle strikkes vrang med tråden foran arbeidet, 1 rett. 2.PINNE (= vrangen): Strikk stolpen som før og strikk kastet rett, slik at det blir et knapphull. Første knapphull felles på første pinne fra retten etter at halskanten er strikket ferdig. Deretter felles de 3-3-4-4-4-4 neste knapphullene med 7-8-6½-7½-8-8½cm mellom hvert knapphull. Nederste knapphull plasseres i overgangen mellom glattstrikk og vrangbord . ------------------------------------------------------- START ARBEIDET HER: ------------------------------------------------------- JAKKE – KORT OVERSIKT OVER ARBEIDET: I oppskriften er det brukt korte og lange pinner, start med lengden som passer og bytt ved behov. Halskant og bærestykke strikkes frem og tilbake på rundpinne fra midt foran, og det strikkes ovenfra og ned . Når bærestykket er strikket ferdig, deles maskene til bol og ermer. Bolen strikkes ferdig nedover frem og tilbake på rundpinne, mens ermene er satt på vent. Deretter strikkes ermene nedover rundt på pinnen. HALSKANT: Legg opp 96-104-112-112-116-116 masker på rundpinne 2,5 med DROPS Safran eller DROPS Baby Merino. Strikk vrangbord slik fra retten: 7 masker STOLPE MED I-CORD – les forklaring over, * 2 rett, 2 vrang *, strikk fra *-* til det gjenstår 9 masker, strikk 2 rett og 7 masker stolpe med I-cord. Fortsett vrangborden frem og tilbake slik i 2 ½ til 3 cm, avslutt etter en pinne fra vrangen. Sett 1 merke på innsiden av stolpen, bærestykket skal måles fra dette merket. BÆRESTYKKE: Bytt til rundpinne 3,5. Strikk 1 pinne rett fra retten der det økes 2-1-0-0-3-3 masker jevnt fordelt (det økes ikke over stolpene) = 98-105-112-112-119-119 masker. Videre strikkes det glattstrikk frem og tilbake med 7 masker stolpe i hver side som før– husk KNAPPHULL - les forklaring over. Husk å følge strikkefastheten. Når bærestykket måler 2 cm fra merket, strikkes det MØNSTER – les forklaring over, dvs første pinne strikkes slik fra retten: 7 masker stolpe som før, strikk A.1 12-13-14-14-15-15 ganger, avslutt med 7 masker stolpe som før. Fortsett mønsteret slik. Når A.1 er strikket ferdig, er det 242-261-280-280-299-299 masker på pinnen. Strikk videre med 7 masker stolpe i hver side og gjenta de siste 6 pinnene i diagrammet til arbeidet måler ca 12-13-14-15-16-17 cm fra merket. Videre strikkes det 1 pinne glattstrikk med 7 masker stolpe i hver side som før, på denne pinnen justeres maskeantallet til 246-258-274-278-294-306 masker. Strikk videre med glattstrikk og stolpemasker som før til arbeidet måler 13-14-15-16-17-18 cm fra merket midt foran. DELING TIL BOL OG ERMER: Nå deles bærestykket til bol og ermer slik: Strikk de første 40-42-45-46-49-51 maskene som før (= forstykke), sett de neste 50-52-54-54-56-58 maskene på en tråd til erme, legg opp 6-6-6-8-8-8 nye masker på pinnen (i siden under ermet), strikk 66-70-76-78-84-88 masker glattstrikk (= bakstykke), sett de neste 50-52-54-54-56-58 maskene på en tråd til erme, legg opp 6-6-6-8-8-8 nye masker på pinnen (i siden under ermet) og strikk de siste 40-42-45-46-49-51 maskene som før (forstykke). Bol og ermer strikkes videre hver for seg. BOL: = 158-166-178-186-198-206 masker. Strikk glattstrikk frem og tilbake med 7 masker stolpe i hver side som før, til arbeidet måler 22-25-26-30-33-35 cm fra merket midt foran. På neste pinne fra retten starter vrangborden SAMTIDIG som det økes 22-26-26-30-30-30 masker jevnt fordelt på pinnen (det økes ikke over stolpene) = 180-192-204-216-228-236 masker, det strikkes slik: Bytt til rundpinne 2,5 og strikk stolpen som før, strikk vrangbord (= 2 rett / 2 vrang - husk økningen) til det gjenstår 7 masker, strikk 2 rett og stolpen som før. Når vrangborden måler 3 cm felles det av. Jakken måler ca 28-31-34-37-40-42 cm fra skulderen. ERMER: Sett ermets 50-52-54-54-56-58 masker fra den ene tråden på settpinner 3,5 og strikk i tillegg opp 1 maske i hver av de 6-6-6-8-8-8 maskene som ble lagt opp under ermet = 56-58-60-62-64-66 masker. Strikk glattstrikk rundt til ermet måler 2-2-4-5-5-6 cm fra delingen. Bytt til settpinner 2,5, strikk vrangbord (= 2 rett / 2 vrang) SAMTIDIG som det økes 0-2-0-2-0-2 masker jevnt fordelt på 1. omgang =56-60-60-64-64-68 masker. Når vrangborden måler 3 cm felles det av. Ermet måler ca 5-5-7-8-8-9 cm fra delingen. MONTERING : Sy i knappene på venstre stolpe. Denne oppskriften har blitt rettet. Klikk her for å se rettelsen(e). Oppdatert online: 25.04.2025 Garnforbruk er oppdatert. Diagram = rett fra retten, vrang fra vrangen = rett fra retten, vrang fra vrangen = mellom 2 masker lages det 1 kast om pinnen, på neste pinne strikkes kastet vrang (det skal bli hull) = 2 rett sammen"
Children 49-3,Sunshine Sprout,Strikket genser til barn i DROPS Cotton Merino. Arbeidet strikkes nedenfra og opp med korte ermer og knepping over skulder. Størrelse 2 – 12 år.,"Endre språk: Norsk Česky Dansk Deutsch Eesti keel English (UK/cm) English (US/in) Español Français Íslenska Italiano Magyar Nederlands Norsk Polski Português Suomi Svenska English (UK/cm), Bulgaria English (UK/cm), Croatia English (UK/cm), Latvia English (UK/cm), Lithuania English (UK/cm), Romania Česky, Slovakia Marker størrelse: 2 år Størrelse markert under 3-4 år Størrelse markert under 5-6 år Størrelse markert under 7-8 år Størrelse markert under 9-10 år Størrelse markert under 11-12 år Størrelse markert under DROPS Children 49-3 #sunshinesprouttop DROPS Design: Modell cm-015-bn Garngruppe B ------------------------------------------------------- STØRRELSE: 2 - 3/4 - 5/6 - 7/8 - 9/10 - 11/12 år Størrelsen tilsvarer ca barnets høyde i cm: 92 - 98/104 - 110/116 - 122/128 - 134/140 - 146/152 GARN: DROPS COTTON MERINO fra Garnstudio (tilhører garngruppe B) 150-150-200-200-250-250 g farge 17, vaniljegul KNAPPER: DROPS KNAPP NR 628: 3 stk i alle størrelser. PINNER: DROPS RUNDPINNER NR 4: Lengde 40 cm og 60cm. DROPS RUNDPINNER NR 3: Lengde 40 cm og 60 cm. DROPS SETTPINNER NR 4. DROPS SETTPINNER NR 3. Teknikken MAGIC LOOP kan brukes – da trengs kun rundpinne 80 cm i hvert pinne-nr. STRIKKEFASTHET : 21 masker i bredden og 28 pinner i høyden med glattstrikk på pinne nr 4 = 10 x 10 cm. NB: Husk at pinne nr kun er veiledende. Får du for mange masker på 10 cm, bytt til tykkere pinner. Får du for få masker på 10 cm, bytt til tynnere pinner. ------------------------------------------------------- Alternativt garn – Se hvordan du kan bytte garn her Garngruppe A til F – Bruk samme oppskrift og bytt garn her Garnforbruk ved alternativt garn – Bruk vår garnkalkulator her ------------------------------------------------------- Du vil kanskje også like... Barn Vester & Topper til barn glattstrikk isydde / oppstrikkede ermer nedenfra og opp rund hals","øke felle Antall masker på pinnen Antall masker som skal økes Beregn Antall masker på pinnen Antall masker som skal felles Beregn ------------------------------------------------------- FORKLARING TIL OPPSKRIFTEN: ------------------------------------------------------- KNAPPHULL : Fell til knapphull på venstre skulder på forstykket (når plagget tas på), det gjøres slik: Strikk 2 rett sammen, lag 1 kast om pinnen (= 1 knapphull). STRIKKETIPS: Ved forkortede pinner vil det bli et lite hull når arbeidet blir snudd – hullet kan lukkes ved å stramme tråden eller bruke teknikken German Short Rows slik: Ta første maske løs av pinnen som om den skulle strikkes vrang . Legg deretter tråden over høyre pinne og stram tråden godt på baksiden (det skal resultere i to løkker på pinnen). Disse løkkene strikkes sammen på neste pinne. FELLETIPS: Fell 1 maske på hver side av merketråden slik: Strikk til det gjenstår 3 masker før merketråden, strikk 2 rett sammen, strikk 2 rett (merketråden sitter midt i disse 2 maskene), ta 1 maske løst av pinnen som om den skulle strikkes rett, strikk 1 rett, løft den løse masken over masken som ble strikket (= 2 masker felt). ------------------------------------------------------- START ARBEIDET HER: ------------------------------------------------------- GENSER - KORT OVERSIKT OVER ARBEIDET: I oppskriften er det brukt pinner med ulik lengde, start med lengden som passer til maskeantallet og bytt ved behov. Arbeidet strikkes rundt på pinnen, nedenfra og opp til ermehullene. Deretter deles arbeidet til forstykke og bakstykke, og hver del strikkes frem og tilbake hver for seg. Sy skuldersømmene. Det strikkes opp masker til ermer rundt ermehullene. Deretter strikkes ermene nedover rundt på pinnen. Til slutt strikkes det opp masker langs halsen og det strikkes en halskant frem og tilbake. BOLEN: Legg opp 138-148-158-166-174-186 masker på rundpinne 3 med DROPS Cotton Merino. Strikk vrangbord (= 1 rett / 1 vrang) i 1-1-1-2-2-2 cm. Sett 1 merketråd på begynnelsen av omgangen. Bytt til rundpinne 4 og strikk glattstrikk SAMTIDIG som det felles 12-14-16-16-16-16 masker jevnt fordelt på første omgang = 126-134-142-150-158-170 masker. Strikk til arbeidet måler 16-18-20-22-24-25 cm fra oppleggskanten. Husk å følge strikkefastheten. Nå deles arbeidet til forstykke og bakstykke. DELING TIL ERMEHULL : På neste omgang deles arbeidet til forstykke og bakstykke, og omgangen strikkes slik: Fell av de første 4-4-4-4-4-6 maskene på omgangen til ermehull, strikk 59-63-67-71-75-79 masker (= forstykke), fell av de neste 4-4-4-4-4-6 maskene til ermehull, strikk 59-63-67-71-75-79 masker (= bakstykke). Nå strikkes forstykket og bakstykket ferdig frem og tilbake på pinnen. BAKSTYKKE: = 59-63-67-71-75-79 masker. Strikk glattstrikk frem og tilbake som før SAMTIDIG som det felles av 1 maske på begynnelsen av hver pinne totalt 4 ganger i hver side = 51-55-59-63-67-71 masker igjen. Når arbeidet 26-29-32-35-38-40 cm fra oppleggskanten, felles de midterste 23-25-27-29-29-31 maskene av til hals og hver skulder strikkes ferdig for seg. SKULDER: Nå felles det 1 maske til hals på neste pinne = 13-14-15-16-18-19 masker igjen på hver skulder. Fell av når arbeidet måler 28-31-34-37-40-42 cm – på høyre skulder felles det av med rett, på venstre skulder felles det av med annenhver maske rett og vrang. FORSTYKKE: = 59-63-67-71-75-79 masker. Strikk som bakstykket til arbeidet måler 24-26-29-31-34-35 cm = 51-55-59-63-67-71 masker på pinnen. Nå settes de midterste 15-15-17-19-19-19 maskene på en tråd til hals, og hver skulder strikkes ferdig for seg. HØYRE SKULDER: Nå felles det av masker til hals på hver 2. pinne slik: Fell av 2 masker 1 gang, deretter felles det av 1 maske 3-4-4-4-4-5 ganger = 13-14-15-16-18-19 masker igjen på skulder. Fell av når arbeidet måler 28-31-34-37-40-42 cm. VENSTRE SKULDER: Strikk som høyre skulder til arbeidet måler 28-31-34-37-40-42 cm, men i stedet for å felle av skal det nå strikkes en stolpe med knapphull, det strikkes med start fra retten slik: 1.PINNE (= retten): Strikk vrangbord (= 1 vrang / 1 rett) ut pinnen. 2. PINNE (= vrangen ): Strikk rett over rett og vrang over vrang. 3.PINNE (= retten): Strikk vrangbord som før SAMTIDIG som det lages totalt 2 KNAPPHULL – les forklaring over, første knapphull lages etter 3 masker, deretter lages neste knapphull når det gjenstår 6-6-7-7-8-9 masker på pinnen. 4.PINNE (= vrangen): Strikk vrangbord som før. Fortsett med vrangbord til vrangborden måler 2-2-2-3-3-3 cm, arbeidet måler 30-33-36-40-43-45 cm fra oppleggskanten. Fell av med rett over rett og vrang over vrang. MONTERING -1: Sy skuldersømmen på høyre skulder. Venstre skulder på forstykket legges over venstre skulder på bakstykket slik at forstykket overlapper 2-2-2-3-3-3 cm over skulderen - vrangborden skal senere kunne kneppes over skulderen på bakstykket. Sy sammen kun i ytterste maske langs ermehullet slik at det kan plukkes opp masker til erme gjennom både forstykke og bakstykke øverst på ermet. ERMER: Ermet strikkes fra ermehullet og nedover. Legg arbeidet flatt og sett 1 merke øverst i ermehullet = midt oppå skulderen (NB! Midt oppå venstre skulder er i overgangen mellom glattstrikk og vrangbord). Strikk opp masker rundt ermehullet, bruk rundpinne 3 og start midt i maskene som ble felt av under ermet - strikk opp 46-50-54-58-62-66 masker – tilpass slik at det strikkes opp like mange masker på hver side av merket. Bytt til rundpinne 4. Nå strikkes det glattstrikk frem og tilbake med forkortede pinner over ermetoppen for at ermet skal få en bedre passform, omgangen starter midt under ermet slik: 1.PINNE (= retten): Strikk 4 masker forbi merket oppå skulderen, snu arbeidet – les STRIKKETIPS. 2.PINNE (= vrangen): Strikk 4 masker forbi merket, snu arbeidet. 3.PINNE (= retten): Strikk 2-2-2-3-3-3 masker forbi der det ble snudd forrige gang, snu arbeidet. 4.PINNE (= vrangen): Strikk 2-2-2-3-3-3 masker forbi der det ble snudd forrige gang, snu arbeidet. Gjenta 3. og 4.PINNE videre. Strikk til det er snudd totalt 16 ganger (= 8 ganger i hver side og siste strikket pinne er fra vrangen). ETTER SISTE GANG DET BLE SNUDD: Siste gang 4.pinne strikkes så avsluttes pinnen med å snu arbeidet, strikk deretter fra retten til begynnelsen av omgangen (midt under ermet). Sett 1 merketråd midt under ermet, den skal brukes når det felles masker under ermet. La merketråden følge med videre i arbeidet. Nå strikkes det rundt i glattstrikk over alle maskene SAMTIDIG som det felles under ermet, les FELLETIPS og fell slik: Når ermet måler 1 cm målt midt under ermet felles det 2 masker 1-2-2-3-3-3 ganger på hver 2.omgang, deretter felles det 2 masker på hver 2.-2.-1.-1.-1.-1.cm totalt 1-1-2-2-3-4 ganger = 42-44-46-48-50-52 masker på pinnen. Strikk videre til ermet måler 11-12-13-13-14-15 cm fra midt oppå skulderen. Bytt til settpinner 3 og strikk vrangbord (= 1 rett / 1 vrang). Når vrangborden måler 1-1-1-2-2-2 cm felles det av. Ermet måler ca 12-13-14-15-16-17 cm fra midt oppå skulderen. HALSKANT: Bruk rundpinne 3 og strikk opp masker langs halsen fra retten slik: Start ytterst mot halsen på knappestolpen på venstre forstykke, strikk opp ca 75-83-89-99-99-107 masker – maskeantallet må være delelig med 2 + 1. Strikk vrangbord (= 1 vrang / 1 rett) frem og tilbake i 1 cm, på neste pinne fra retten lages det 1 knapphull slik: Strikk 2 masker, strikk 2 masker rett sammen, lag 1 kast, strikk ut pinnen som før. Fortsett vrangborden som før til den måler 2-2-2-3-3-3 cm. Fell av. MONTERING-2: Sy på 3 knapper, 2 knapper på venstre skulder ca 1 cm ned på bakstykket slik at venstre skulder fra forstykket kan kneppes over skulderen, samt 1 knapp i halskanten. Diagram"
